exam_type,subject,year,region,data_type,grade_system,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,u,pass_rate,pass_threshold,candidates
GCSE,Science: Double Award,2006,UK,Exam,A*-G,5.4,9.2,14.7,29.0,19.4,12.1,6.8,2.9,,,0.5,58.3,A*-C,959578
GCSE,Science: Double Award,2005,UK,Exam,A*-G,4.8,9.1,14.3,29.0,19.2,12.0,6.8,2.9,,,1.9,57.2,A*-C,988900
GCSE,Science: Double Award,2004,UK,Exam,A*-G,4.3,8.4,13.5,28.5,19.1,13.1,7.6,3.4,,,2.1,54.7,A*-C,1054034
GCSE,Science: Double Award,2003,UK,Exam,A*-G,4.0,8.5,13.1,28.2,19.5,13.1,8.1,3.4,,,2.1,53.8,A*-C,1039150
GCSE,Science: Double Award,2002,UK,Exam,A*-G,4.1,8.1,12.9,27.6,20.9,14.0,7.6,3.0,,,1.8,52.7,A*-C,511871
GCSE,Science: Double Award,2001,UK,Exam,A*-G,4.0,8.1,12.7,27.6,21.0,14.1,7.8,3.0,,,1.7,52.4,A*-C,509242
GCSE,Science: Double Award,2000,UK,Exam,A*-G,3.9,8.1,12.6,26.9,21.6,14.4,7.8,3.0,,,1.7,51.5,A*-C,489913
GCSE,Science: Double Award,1999,UK,Exam,A*-G,3.9,7.8,12.8,26.3,21.8,14.9,8.2,2.9,,,1.4,50.8,A*-C,474405
GCSE,Science: Double Award,1998,UK,Exam,A*-G,3.5,8.1,13.3,25.8,21.4,14.9,8.1,2.9,,,2.0,50.7,A*-C,468191
GCSE,Science: Double Award,1995,UK,Exam,A*-G,3.6,7.0,18.3,20.8,21.5,16.2,8.7,2.6,,,1.3,49.7,A*-C,924462
GCSE,Science: Double Award,1994,UK,Exam,A*-G,2.9,7.1,18.7,18.9,22.7,16.0,9.1,3.1,,,1.4,47.6,A*-C,810371
GCSE,Science: Double Award,1993,UK,Exam,A*-G,,,,,,,,,,,1.8,46.1,A*-C,668272
GCSE,Science: Single Award,2010,UK,Exam,A*-G,0.6,5.6,35.6,31.6,16.0,7.1,1.9,1.0,,,0.6,73.4,A*-C,4060
GCSE,Science: Single Award,2009,UK,Exam,A*-G,0.2,5.1,29.8,33.3,16.4,8.5,4.0,1.3,,,1.4,68.4,A*-C,3954
GCSE,Science: Single Award,2008,UK,Exam,A*-G,0.2,3.1,29.4,3.05,18.8,9.7,4.8,1.9,,,1.6,63.2,A*-C,4445
GCSE,Science: Single Award,2007,UK,Exam,A*-G,0.5,1.9,4.4,19.0,20.9,21.5,17.1,9.0,,,5.7,25.8,A*-C,98485
GCSE,Science: Single Award,2006,UK,Exam,A*-G,0.4,1.8,4.3,18.2,20.8,21.2,17.8,9.2,,,6.3,24.7,A*-C,96374
GCSE,Science: Single Award,2005,UK,Exam,A*-G,0.4,1.8,4.5,17.7,20.8,21.3,17.1,9.4,,,7.0,24.4,A*-C,89348
GCSE,Science: Single Award,2004,UK,Exam,A*-G,0.4,1.2,2.4,16.1,20.3,22.1,19.0,10.6,,,7.9,20.1,A*-C,74095
GCSE,Science: Single Award,2003,UK,Exam,A*-G,0.4,1.1,2.3,15.7,20.1,20.7,19.8,12.0,,,7.9,19.5,A*-C,71184
GCSE,Science: Single Award,2002,UK,Exam,A*-G,0.4,1.0,2.1,17.2,22.0,22.9,18.0,9.5,,,6.9,20.7,A*-C,68393
GCSE,Science: Single Award,2001,UK,Exam,A*-G,0.4,1.1,2.3,16.7,21.1,22.4,19.1,10.6,,,6.3,20.5,A*-C,66702
GCSE,Science: Single Award,2000,UK,Exam,A*-G,0.4,1.1,2.5,16.9,22.0,22.7,18.5,9.3,,,6.6,20.9,A*-C,66036
GCSE,Science: Single Award,1999,UK,Exam,A*-G,0.4,1.2,2.6,16.9,22.4,23.0,28.4,9.3,,,5.8,21.1,A*-C,68670
GCSE,Science: Single Award,1998,UK,Exam,A*-G,0.5,1.3,3.3,16.7,22.0,22.6,17.4,9.7,,,6.5,21.8,A*-C,69769
GCSE,Science: Single Award,1995,UK,Exam,A*-G,0.3,0.9,6.6,13.3,24.5,25.4,17.2,6.8,,,5.0,21.1,A*-C,73213
GCSE,Science: Single Award,1994,UK,Exam,A*-G,0.2,1.0,6.8,10.4,26.4,24.5,17.3,7.7,,,5.5,18.4,A*-C,68526
GCSE,Science: Single Award,1993,UK,Exam,A*-G,,,,,,,,,,,7.4,19.5,A*-C,96573
GCSE,Science: Combined,1998,UK,Exam,A*-G,3.3,7.6,12.6,25.2,21.5,15.4,8.7,3.4,,,2.3,48.7,A*-C,1006151
GCSE,Science: Combined,1997,UK,Exam,A*-G,3.5,7.0,17.6,20.4,21.8,16.2,9.1,2.8,,,1.7,48.4,A*-C,1007640
GCSE,Science: Combined,1996,UK,Exam,A*-G,3.1,7.0,17.6,20.5,21.6,16.3,9.3,3.0,,,1.6,48.2,A*-C,997422
GCSE,Science: New Specification,2018,UK,Exam,A*-G,1.0,5.0,26.3,34.1,16.0,8.6,4.6,3.0,,,1.4,66.4,A*-C,6785
GCSE,Science: New Specification,2017,UK,Exam,A*-G,0.3,4.2,15.5,28.0,24.4,15.1,8.1,3.1,,,1.3,48.0,A*-C,295889
GCSE,Science: New Specification,2016,UK,Exam,A*-G,0.7,5.6,17.1,29.4,23.6,12.9,6.7,2.7,,,1.2,52.9,A*-C,408569
GCSE,Science: New Specification,2015,UK,Exam,A*-G,0.8,6.2,18.5,31.2,23.5,11.0,5.5,2.1,,,1.2,56.7,A*-C,395484
GCSE,Science: New Specification,2014,UK,Exam,A*-G,1.4,7.2,18.8,31.7,22.7,10.2,4.8,2.0,,,1.2,59.1,A*-C,374961
GCSE,Science: New Specification,2013,UK,Exam,A*-G,1.4,6.7,16.2,28.8,24.6,12.5,6.0,2.5,,,1.3,53.1,A*-C,451433
GCSE,Science: New Specification,2012,UK,Exam,A*-G,2.0,7.8,18.6,32.3,20.2,10.6,5.3,2.3,,,0.9,60.7,A*-C,552504
GCSE,Science: New Specification,2011,UK,Exam,A*-G,2.6,9.0,19.3,32.0,17.9,10.2,5.6,2.5,,,0.9,62.9,A*-C,405977
GCSE,Science: New Specification,2010,UK,Exam,A*-G,2.8,8.9,18.6,30.7,18.1,11.0,6.2,2.7,,,1.0,61.0,A*-C,453757
GCSE,Science: New Specification,2009,UK,Exam,A*-G,3.2,9.6,18.4,29.0,18.1,11.2,6.5,2.9,,,1.1,60.2,A*-C,493505
GCSE,Science: New Specification,2008,UK,Exam,A*-G,2.8,9.8,18.6,28.1,17.7,11.6,6.9,3.2,,,1.3,59.3,A*-C,537606
GCSE,Science: New Specification,2007,UK,Exam,A*-G,2.7,9.7,17.6,24.1,20.2,12.3,7.2,3.8,,,2.4,54.1,A*-C,57316
GCSE,Science:  Additional (New specification),2017,UK,Exam,A*-G,1.4,7.7,20.2,29.0,21.2,11.6,5.8,2.2,,,1.0,58.2,A*-C,376347
GCSE,Science:  Additional (New specification),2016,UK,Exam,A*-G,1.6,7.8,20.2,30.1,20.8,10.9,5.6,2.1,,,0.9,59.7,A*-C,368033
GCSE,Science:  Additional (New specification),2015,UK,Exam,A*-G,1.9,8.9,20.9,31.5,21.8,9.2,3.8,1.4,,,0.6,63.2,A*-C,332960
GCSE,Science:  Additional (New specification),2014,UK,Exam,A*-G,2.8,9.6,21.8,31.3,20.7,8.4,3.5,1.3,,,0.6,65.5,A*-C,323944
GCSE,Science:  Additional (New specification),2013,UK,Exam,A*-G,2.6,9.2,20.0,32.3,20.6,8.9,4.0,1.6,,,0.8,64.1,A*-C,283391
GCSE,Science:  Additional (New specification),2012,UK,Exam,A*-G,3.7,9.6,21.1,32.0,19.7,8.3,3.6,1.3,,,0.7,66.4,A*-C,289950
GCSE,Science:  Additional (New specification),2011,UK,Exam,A*-G,4.4,9.8,20.3,31.7,19.3,8.5,3.8,1.5,,,0.7,66.2,A*-C,306312
GCSE,Science:  Additional (New specification),2010,UK,Exam,A*-G,4.1,9.5,19.5,31.6,19.2,9.1,4.4,1.7,,,0.9,64.7,A*-C,352469
GCSE,Science:  Additional (New specification),2009,UK,Exam,A*-G,4.3,9.6,18.8,30.1,19.7,9.8,4.7,2.0,,,1.0,62.8,A*-C,396946
GCSE,Science:  Additional (New specification),2008,UK,Exam,A*-G,5.0,10.2,19.5,28.5,18.5,9.9,5.0,2.2,,,1.2,63.2,A*-C,433468
GCSE,Science:  Additional (Further),2017,UK,Exam,A*-G,16.5,17.8,20.3,20.7,15.0,7.2,2.2,0.3,,,0.1,75.2,A*-C,14606
GCSE,Science:  Additional (Further),2016,UK,Exam,A*-G,15.4,19.9,21.6,20.1,13.9,6.5,2.0,0.5,,,0.1,76.9,A*-C,17409
GCSE,Science:  Additional (Further),2015,UK,Exam,A*-G,13.3,19.9,24.0,22.6,14.3,4.5,1.1,0.2,,,0.1,79.8,A*-C,23389
GCSE,Science:  Additional (Further),2014,UK,Exam,A*-G,10.7,21.5,27.7,24.3,11.6,3.2,0.7,0.2,,,0.1,84.2,A*-C,21119
GCSE,Social Science,2006,UK,Exam,A*-G,1.8,9.3,16.6,20.9,16.2,10.5,8.4,5.5,,,10.8,48.6,A*-C,1263
GCSE,Social Science,2005,UK,Exam,A*-G,1.7,10.0,16.8,20.3,15.2,11.7,8.5,7.0,,,8.8,48.8,A*-C,1442
GCSE,Social Science,2004,UK,Exam,A*-G,2.0,9.8,15.0,21.3,14.3,12.6,8.5,5.7,,,10.8,48.1,A*-C,1467
GCSE,Social Science,2003,UK,Exam,A*-G,2.0,9.8,18.8,17.2,14.0,12.6,9.9,7.5,,,8.2,47.8,A*-C,1412
GCSE,Social Science,2002,UK,Exam,A*-G,1.8,5.1,13.2,21.7,20.9,13.7,10.2,7.2,,,6.2,41.8,A*-C,2119
GCSE,Social Science,2001,UK,Exam,A*-G,1.9,6.3,13.5,21.8,22.0,13.0,10.2,6.8,,,4.5,43.5,A*-C,2360
GCSE,Social Science,2000,UK,Exam,A*-G,1.3,5.9,13.5,21.0,20.8,15.9,10.5,6.4,,,4.7,41.7,A*-C,2638
GCSE,Social Science,1999,UK,Exam,A*-G,1.2,5.4,14.1,21.9,20.4,15.4,11.5,6.0,,,3.9,42.8,A*-C,2856
GCSE,Social Science,1998,UK,Exam,A*-G,1.1,4.6,12.4,21.7,19.0,17.2,12.0,7.4,,,4.6,39.8,A*-C,3327
GCSE,Social Science,1997,UK,Exam,A*-G,1.1,4.5,13.2,19.5,21.2,15.6,13.0,7.0,,,4.9,38.3,A*-C,4397
GCSE,Social Science,1996,UK,Exam,A*-G,0.7,3.7,10.6,21.9,20.8,14.9,13.3,7.9,,,6.2,36.9,A*-C,4441
GCSE,Social Science,1995,UK,Exam,A*-G,1.2,6.0,15.0,20.9,16.1,14.4,12.5,9.5,,,4.4,43.1,A*-C,3178
GCSE,Social Science,1994,UK,Exam,A*-G,0.7,6.0,13.8,22.4,17.4,15.1,11.9,7.6,,,5.1,42.9,A*-C,4091
GCSE,Social Science,1993,UK,Exam,A*-G,,,,,,,,,,,6.1,40.4,A*-C,4568
GCSE,Social Science Subjects,2025,England,Exam,9-1,3.6,7.1,9.6,16.6,15.9,13.4,15.9,10.5,6.0,,1.5,66.1,9-4,49339
GCSE,Social Science Subjects,2024,England,Exam,9-1,3.6,6.9,9.8,16.4,15.7,13.5,15.4,10.6,6.5,,1.6,65.9,9-4,51237
GCSE,Social Science Subjects,2023,England,Exam,9-1,3.5,6.8,9.6,15.7,15.8,14.0,16.2,10.6,6.1,,1.5,65.5,9-4,48358
GCSE,Social Science Subjects,2022,England,Exam,9-1,7.2,9.5,11.1,16.9,15.5,12.5,12.3,8.8,4.7,,1.4,72.7,9-4,41694
GCSE,Social Science Subjects,2021,England,Exam,9-1,9.3,10.6,13.2,15.9,15.0,14.7,11.1,6.4,2.9,,0.9,78.7,9-4,39144
GCSE,Social Science Subjects,2020,England,Exam,9-1,6.2,8.8,12.2,16.6,17.1,17.4,12.9,6.1,2.3,,0.4,78.3,9-4,38094
GCSE,Social Science Subjects,2019,England,Exam,9-1,3.0,6.1,9.0,14.6,15.3,14.9,17.4,11.5,6.4,,1.8,62.9,9-4,37743
GCSE,Social Science Subjects,2018,UK,Exam,A*-G,2.7,14.4,23.2,21.6,16.1,10.4,6.4,3.4,,,1.8,61.9,A*-C,39250
GCSE,Social Science Subjects,2017,UK,Exam,A*-G,3.1,14.5,22.7,21.5,16.3,10.5,6.2,3.3,,,1.8,61.9,A*-C,40091
GCSE,Social Science Subjects,2016,UK,Exam,A*-G,2.9,14.5,22.4,21.1,16.7,10.7,6.3,3.4,,,2.0,60.9,A*-C,43780
GCSE,Social Science Subjects,2015,UK,Exam,A*-G,3.3,13.3,22.9,22.2,16.5,10.4,5.8,3.5,,,2.1,61.7,A*-C,44631
GCSE,Social Science Subjects,2014,UK,Exam,A*-G,3.1,13.9,22.2,22.0,15.9,10.3,6.6,3.8,,,2.2,61.2,A*-C,42637
GCSE,Social Science Subjects,2013,UK,Exam,A*-G,3.4,12.9,22.2,22.8,16.4,10.0,6.3,3.9,,,2.1,61.3,A*-C,39208
GCSE,Social Science Subjects,2012,UK,Exam,A*-G,3.5,13.2,22.0,21.9,16.2,10.2,6.5,4.2,,,2.3,60.6,A*-C,37940
GCSE,Social Science Subjects,2011,UK,Exam,A*-G,3.7,13.1,22.0,22.5,15.6,10.4,6.5,3.7,,,2.5,61.3,A*-C,34905
GCSE,Social Science Subjects,2010,UK,Exam,A*-G,3.8,12.2,19.2,28.2,17.5,8.9,4.0,2.0,,,4.2,63.4,A*-C,30274
GCSE,Social Science Subjects,2009,UK,Exam,A*-G,3.6,12.0,17.4,28.2,18.2,9.2,4.3,2.3,,,4.8,61.2,A*-C,30670
GCSE,Social Science Subjects,2008,UK,Exam,A*-G,3.6,10.6,16.8,28.1,18.5,9.6,4.9,2.5,,,5.4,59.1,A*-C,30954
GCSE,Social Science Subjects,2007,UK,Exam,A*-G,3.7,10.8,16.6,27.6,18.4,9.6,5.1,2.5,,,5.7,58.7,A*-C,29081
GCSE,Social Science Subjects,2006,UK,Exam,A*-G,3.7,10.9,15.8,26.6,18.3,10.3,5.3,2.8,,,6.3,57.0,A*-C,29266
GCSE,All Sciences,1995,UK,Exam,A*-G,4.3,8.4,18.7,20.4,20.2,15.5,8.4,2.6,,,1.5,51.8,A*-C,1118256
GCSE,All Sciences,1994,UK,Exam,A*-G,3.4,8.6,18.5,19.2,21.5,15.2,8.8,3.2,,,1.6,49.7,A*-C,1059416
GCSE,All Sciences,1993,UK,Exam,A*-G,,,,,,,,,,,2.4,50.1,A*-C,825580
GCSE,Spanish,2025,England,Exam,9-1,6.9,8.7,11.5,9.0,20.2,14.3,17.6,7.3,2.8,,1.6,70.6,9-4,130587
GCSE,Spanish,2024,England,Exam,9-1,6.7,8.3,11.8,8.8,19.4,14.8,17.1,8.1,3.2,,1.9,69.8,9-4,127832
GCSE,Spanish,2023,England,Exam,9-1,6.4,8.3,11.4,9.6,18.4,15.0,18.4,7.6,2.6,,2.2,69.2,9-4,120198
GCSE,Spanish,2022,England,Exam,9-1,9.3,9.4,12.8,9.1,26.2,10.7,13.6,6.0,1.8,,1.3,77.4,9-4,107488
GCSE,Spanish,2021,England,Exam,9-1,10.2,10.8,13.4,12.2,20.8,15.9,10.6,4.2,1.4,,0.5,83.3,9-4,108982
GCSE,Spanish,2020,England,Exam,9-1,9.0,10.2,13.3,13.0,19.6,16.7,12.1,4.7,1.2,,0.2,81.8,9-4,104280
GCSE,Spanish,2019,England,Exam,9-1,6.9,8.6,11.6,11.0,17.4,14.8,17.9,7.7,2.3,,1.8,70.3,9-4,96811
GCSE,Spanish,2018,UK,Exam,A*-G,6.8,8.8,12.0,10.4,17.8,14.6,17.9,7.7,,,1.4,70.4,A*-C,89577
GCSE,Spanish,2018,UK,Exam,A*-G,6.9,8.7,12.1,10.4,17.8,14.6,17.9,7.6,,,1.4,70.5,A*-C,90126
GCSE,Spanish,2018,UK,Exam,A*-G,17.7,18.9,24.0,24.8,9.5,3.0,1.3,0.6,,,0.2,85.4,A*-C,4954
GCSE,Spanish,2017,UK,Exam,A*-G,13.5,14.2,18.6,24.5,17.2,7.2,3.1,1.3,,,0.5,70.8,A*-C,91040
GCSE,Spanish,2016,UK,Exam,A*-G,12.9,14.5,19.3,24.1,17.1,7.1,3.0,1.3,,,0.5,70.9,A*-C,92681
GCSE,Spanish,2015,UK,Exam,A*-G,13.8,15.5,19.5,24.4,16.5,6.3,2.6,1.0,,,0.4,73.2,A*-C,90782
GCSE,Spanish,2014,UK,Exam,A*-G,12.5,16.7,20.2,22.9,16.0,6.9,3.1,1.2,,,0.5,72.3,A*-C,93028
GCSE,Spanish,2013,UK,Exam,A*-G,13.1,16.7,19.4,22.9,16.0,7.0,2.9,1.3,,,0.7,72.1,A*-C,91315
GCSE,Spanish,2012,UK,Exam,A*-G,14.7,17.4,20.4,21.5,15.0,6.6,2.9,1.1,,,0.4,74.0,A*-C,72606
GCSE,Spanish,2011,UK,Exam,A*-G,15.0,18.4,20.6,20.9,13.4,6.7,3.2,1.2,,,0.6,74.9,A*-C,66021
GCSE,Spanish,2010,UK,Exam,A*-G,16.3,18.4,18.6,21.9,14.8,6.3,2.5,1.0,,,0.2,75.2,A*-C,67707
GCSE,Spanish,2009,UK,Exam,A*-G,15.7,18.9,18.4,21.4,14.4,6.4,3.1,1.4,,,0.3,74.4,A*-C,67070
GCSE,Spanish,2008,UK,Exam,A*-G,16.5,17.5,17.1,21.2,15.1,7.1,3.5,1.6,,,0.4,72.3,A*-C,67092
GCSE,Spanish,2007,UK,Exam,A*-G,16.2,16.9,16.8,20.7,15.2,7.9,3.9,1.9,,,0.5,70.6,A*-C,63978
GCSE,Spanish,2006,UK,Exam,A*-G,14.8,16.7,17.0,20.7,15.4,8.3,4.4,2.2,,,0.5,69.2,A*-C,62143
GCSE,Spanish,2005,UK,Exam,A*-G,14.2,15.4,16.4,20.0,15.4,9.3,5.7,2.9,,,0.7,66.0,A*-C,62456
GCSE,Spanish,2004,UK,Exam,A*-G,12.9,14.3,15.1,19.6,15.8,10.0,6.9,4.2,,,1.2,61.9,A*-C,64078
GCSE,Spanish,2003,UK,Exam,A*-G,10.5,15.0,14.2,19.4,16.7,10.5,7.3,4.7,,,1.7,59.1,A*-C,61323
GCSE,Spanish,2002,UK,Exam,A*-G,12.0,13.9,14.6,20.2,16.0,10.8,7.2,4.5,,,0.8,60.7,A*-C,57983
GCSE,Spanish,2001,UK,Exam,A*-G,11.1,15.0,15.1,19.3,15.7,11.3,7.7,4.1,,,0.7,60.5,A*-C,54326
GCSE,Spanish,2000,UK,Exam,A*-G,11.0,15.3,15.1,18.3,15.4,11.7,8.0,4.4,,,0.8,59.7,A*-C,49973
GCSE,Spanish,1999,UK,Exam,A*-G,10.2,15.8,16.0,17.3,15.0,11.1,8.4,5.0,,,1.2,59.3,A*-C,47969
GCSE,Spanish,1998,UK,Exam,A*-G,10.7,15.4,15.2,16.7,14.9,12.5,8.9,4.8,,,0.8,58.0,A*-C,47269
GCSE,Spanish,1997,UK,Exam,A*-G,8.4,21.0,15.5,14.4,13.8,10.2,10.6,5.3,,,0.8,59.3,A*-C,43826
GCSE,Spanish,1996,UK,Exam,A*-G,7.7,20.6,15.1,15.0,15.6,10.4,9.7,4.9,,,1.0,58.4,A*-C,42592
GCSE,Spanish,1995,UK,Exam,A*-G,6.5,19.4,16.8,15.8,15.1,10.1,9.8,5.3,,,1.2,58.5,A*-C,40366
GCSE,Spanish,1994,UK,Exam,A*-G,6.3,20.6,16.7,14.8,13.3,10.6,10.2,6.2,,,1.3,58.4,A*-C,36332
GCSE,Spanish,1993,UK,Exam,A*-G,,,,,,,,,,,1.2,59.6,A*-C,32148
GCSE,Statistics,2025,England,Exam,9-1,4.1,7.8,9.3,10.5,21.0,18.2,12.8,8.4,5.7,,2.4,70.8,9-4,34081
GCSE,Statistics,2024,England,Exam,9-1,4.0.,7.2,8.9,10.5,19.7,19.6,13.3,8.3,5.7,,2.8,69.9,9-4,31048
GCSE,Statistics,2023,England,Exam,9-1,4.2,7.3,9.3,11.8,18.6,19.3,13.6,8.4,5.3,,2.4,70.4,9-4,25614
GCSE,Statistics,2022,England,Exam,9-1,7.1,10.1,11.2,13.3,19.5,16.3,10.6,6.9,3.4,,1.7,77.4,9-4,21200
GCSE,Statistics,2021,England,Exam,9-1,9.2,10.5,13.1,13.4,18.5,16.2,9.9,5.3,3.0,,0.9,80.9,9-4,17207
GCSE,Statistics,2020,England,Exam,9-1,6.0,8.9,13.1,15.7,21.0,18.6,9.6,4.9,1.9,,0.3,83.3,9-4,23766
GCSE,Statistics,2019,England,Exam,9-1,3.6,6.7,9.4,14.0,20.1,18.7,13.9,8.1,3.5,,2.0,72.5,9-4,23044
GCSE,Statistics,2018,UK,Exam,A*-G,2.5,17.1,27.2,26.4,14.4,6.0,3.2,1.6,,,1.6,73.2,A*-C,15562
GCSE,Statistics,2017,UK,Exam,A*-G,2.9,16.1,24.0,27.5,15.5,6.7,3.5,1.7,,,2.0,70.5,A*-C,23215
GCSE,Statistics,2016,UK,Exam,A*-G,3.3,14.5,22.8,29.6,15.5,6.7,3.2,2.0,,,2.3,70.2,A*-C,39034
GCSE,Statistics,2015,UK,Exam,A*-G,3.4,15.3,23.0,29.6,16.1,6.7,3.1,1.4,,,1.4,71.3,A*-C,56355
GCSE,Statistics,2014,UK,Exam,A*-G,4.6,14.4,21.4,29.8,16.9,6.4,3.0,1.6,,,1.9,70.2,A*-C,61642
GCSE,Statistics,2013,UK,Exam,A*-G,5.1,19.3,26.8,26.2,13.3,4.9,1.9,0.8,,,1.7,77.4,A*-C,43870
GCSE,Statistics,2012,UK,Exam,A*-G,5.8,20.2,27.6,26.4,12.4,4.1,1.4,0.8,,,1.3,80.0,A*-C,50620
GCSE,Statistics,2011,UK,Exam,A*-G,5.8,19.3,26.2,27.3,11.8,4.7,2.0,1.2,,,1.7,78.6,A*-C,53400
GCSE,Statistics,2010,UK,Exam,A*-G,8.0,15.1,19.8,33.4,12.8,5.4,2.4,1.1,,,2.0,76.3,A*-C,69456
GCSE,Statistics,2009,UK,Exam,A*-G,6.5,16.0,17.4,32.8,13.9,5.3,2.4,1.3,,,2.4,74.7,A*-C,77944
GCSE,Statistics,2008,UK,Exam,A*-G,6.5,14.9,17.2,33.9,15.9,6.0,2.4,1.4,,,1.8,72.5,A*-C,86224
GCSE,Statistics,2007,UK,Exam,A*-G,6.4,13.5,16.1,35.1,16.2,6.3,2.7,1.7,,,2.3,71.1,A*-C,82682
GCSE,Statistics,2006,UK,Exam,A*-G,5.5,14.3,16.6,34.3,15.4,6.6,3.2,1.6,,,2.5,70.7,A*-C,68331
GCSE,Statistics,2005,UK,Exam,A*-G,5.3,14.4,17.3,33.3,15.3,6.8,3.5,1.8,,,2.3,70.3,A*-C,51432
GCSE,Statistics,2004,UK,Exam,A*-G,4.9,14.0,17.3,33.6,16.0,7.2,2.9,1.3,,,2.8,69.8,A*-C,39666
GCSE,Statistics,2003,UK,Exam,A*-G,5.5,12.3,18.6,32.2,18.4,6.7,2.6,1.4,,,2.3,68.6,A*-C,32371
GCSE,Welsh,2018,UK,Exam,A*-G,4.1,10.4,25.8,30.9,16.7,7.1,3.3,1.1,,,0.6,71.2,A*-C,4848
GCSE,Welsh,2017,UK,Exam,A*-G,3.7,10.9,25.8,31.7,17.2,7.1,2.4,0.9,,,0.3,72.0,A*-C,6422
GCSE,Welsh,2016,UK,Exam,A*-G,3.9,11.4,24.6,33.6,17.7,6.3,2.0,0.3,,,0.2,73.5,A*-C,5331
GCSE,Welsh,2015,UK,Exam,A*-G,4.4,10.6,22.5,36.4,17.0,6.7,1.8,0.5,,,0.1,73.9,A*-C,5491
GCSE,Welsh,2014,UK,Exam,A*-G,3.7,11.5,22.9,34.6,17.9,6.1,2.6,0.6,,,0.1,72.7,A*-C,5591
GCSE,Welsh,2013,UK,Exam,A*-G,3.4,11.8,25.6,30.8,17.8,7.1,2.7,0.7,,,0.1,71.6,A*-C,5636
GCSE,Welsh,2012,UK,Exam,A*-G,2.9,11.9,26.0,31.3,18.3,6.6,2.2,0.6,,,0.2,72.1,A*-C,5224
GCSE,Welsh,2011,UK,Exam,A*-G,3.2,11.8,24.8,33.2,19.0,5.6,1.9,0.4,,,0.1,73.0,A*-C,5292
GCSE,Welsh,2010,UK,Exam,A*-G,3.0,12.1,24.0,32.5,19.6,6.3,1.9,0.5,,,0.1,71.6,A*-C,5444
GCSE,Welsh,2009,UK,Exam,A*-G,3.3,10.9,25.6,33.3,19.4,5.7,1.4,0.2,,,0.2,73.1,A*-C,5255
GCSE,Welsh,2008,UK,Exam,A*-G,2.7,11.4,25.9,32.1,19.7,5.9,1.6,0.6,,,0.1,72.1,A*-C,5436
GCSE,Welsh,2007,UK,Exam,A*-G,2.7,12.2,27.0,31.0,18.6,5.5,2.1,0.7,,,0.2,72.9,A*-C,5183
GCSE,Welsh,2006,UK,Exam,A*-G,2.7,12.0,25.0,30.2,20.0,7.5,2.0,0.5,,,0.1,69.9,A*-C,5212
GCSE,Welsh,2005,UK,Exam,A*-G,2.8,11.5,24.9,31.5,19.8,7.0,1.8,0.6,,,0.1,70.7,A*-C,5098
GCSE,Welsh,2004,UK,Exam,A*-G,3.4,12.3,25.5,30.8,19.5,5.9,2.1,0.4,,,0.1,72.0,A*-C,5051
GCSE,Welsh,2003,UK,Exam,A*-G,3.6,14.5,25.9,30.3,17.2,6.5,1.5,0.4,,,0.1,62.6,A*-C,4899
GCSE,Welsh,2002,UK,Exam,A*-G,4.1,13.3,25.8,31.8,17.1,5.8,1.6,0.3,,,0.2,75.0,A*-C,4491
GCSE,Welsh,2001,UK,Exam,A*-G,4.0,11.7,24.7,31.1,19.7,7.2,1.3,0.2,,,0.1,71.5,A*-C,4401
GCSE,Welsh,2000,UK,Exam,A*-G,3.7,11.7,22.0,32.3,22.1,6.7,1.2,0.2,,,0.1,69.7,A*-C,4157
GCSE,Welsh,1999,UK,Exam,A*-G,3.4,11.3,20.7,31.0,22.6,9.0,1.7,0.1,,,0.2,66.4,A*-C,4007
GCSE,Welsh,1998,UK,Exam,A*-G,3.4,10.5,19.6,31.3,22.1,9.5,2.7,0.7,,,0.2,64.8,A*-C,3904
GCSE,Welsh,1997,UK,Exam,A*-G,2.0,11.1,20.1,28.8,21.4,10.7,3.9,1.6,,,0.4,62.0,A*-C,3809
GCSE,Welsh,1996,UK,Exam,A*-G,1.7,10.3,19.4,28.7,26.2,10.3,2.2,0.8,,,0.4,60.1,A*-C,3844
GCSE,Welsh,1995,UK,Exam,A*-G,2.5,11.2,18.9,29.5,21.6,10.9,3.6,1.3,,,0.5,62.1,A*-C,3627
GCSE,Welsh,1994,UK,Exam,A*-G,1.5,11.2,18.1,26.8,22.9,12.1,5.2,1.9,,,0.3,57.6,A*-C,2827
GCSE,Welsh,1993,UK,Exam,A*-G,,,,,,,,,,,0.6,54.9,A*-C,2665
GCSE,Welsh 2nd Language,2018,UK,Exam,A*-G,9.3,17.3,22.5,25.8,11.5,6.5,3.7,2.2,,,1.2,74.9,A*-C,14646
GCSE,Welsh 2nd Language,2017,UK,Exam,A*-G,12.5,18.6,22.5,26.3,10.3,5.0,2.9,1.4,,,0.6,79.8,A*-C,12311
GCSE,Welsh 2nd Language,2016,UK,Exam,A*-G,10.9,18.4,22.7,27.2,10.6,5.5,2.9,1.2,,,0.5,79.3,A*-C,10967
GCSE,Welsh 2nd Language,2015,UK,Exam,A*-G,11.0,19.2,22.7,26.5,10.9,5.2,2.8,1.1,,,0.6,79.4,A*-C,11052
GCSE,Welsh 2nd Language,2014,UK,Exam,A*-G,9.7,19.7,21.9,26.4,10.9,5.7,3.2,1.5,,,1.0,77.7,A*-C,10566
